District,State,Density,Latitude,Longitude
Karbi Anglong,Assam,91.65353651523864,26.272528,92.877434
Nainital,Uttarakhand,224.56010350505764,30.217068,79.232506
Puducherry,Puducherry,3232.2755102040815,10.943987,79.796105
Baksa,Assam,386.68091168091166,26.272528,92.877434
Ramgarh,Jharkhand,708.0111856823266,23.663785,85.143872
Fatehabad,Hariyana,371.16272655634356,26.740785,76.222735
Darrang,Assam,585.8044164037855,26.272528,92.877434
Mahendragarh,Hariyana,485.5650342285413,26.740785,76.222735
Muktsar,Punjab,347.81951407635944,30.753838,75.521637
Pakur,Jharkhand,497.1960242959691,23.663785,85.143872
Rewari,Hariyana,564.8255959849436,26.740785,76.222735
North,Delhi,14557.016393442624,28.557163,77.163665
Kokrajhar,Assam,269.15716019417476,26.272528,92.877434
South Tripura,Tripura,286.555773634282,23.687391,91.587472
Mahoba,Uttar Pradesh,278.6125954198473,26.879641,80.56982
Kupwara,Jammu and Kashmir,365.84867591424967,,
Pratapgarh,Rajasthan,195.06585749606654,,
Jashpur,Chhattisgarh,145.88369304556355,,
Sindhudurg,Maharashtra,163.1747647397734,,
Ashoknagar,Madhya Pradesh,180.80252460419342,,
Udalguri,Assam,413.3538767395626,,
Neemuch,Madhya Pradesh,194.09468984962405,,
East Khasi Hills,Meghalaya,300.55385735080057,,
Kabirdham,Chhattisgarh,194.22101534828806,,
North Goa,Goa,471.2027649769585,,
Wayanad,Kerala,383.76525821596243,,
Kapurthala,Punjab,499.1843233312921,,
Shimla,Himachal Pradesh,158.64548820892614,,
Tapi,Gujarat,257.0952532653711,23.361661,71.64895
Dhamtari,Chhattisgarh,195.83276199804115,21.65204,81.871417
Jamtara,Jharkhand,436.79845389287686,23.663785,85.143872
Datia,Madhya Pradesh,271.1075120606478,22.952601,78.35788
Nalbari,Assam,733.4971482889733,26.272528,92.877434
Mansa,Punjab,350.205186533212,30.753838,75.521637
Burhanpur,Madhya Pradesh,221.14006419608987,22.952601,78.35788
Ariyalur,Tamil Nadu,389.120618556701,11.052213,78.408526
Badgam,Jammu and Kashmir,553.817046289493,33.557742,75.102396
Anuppur,Madhya Pradesh,199.95649853215906,22.952601,78.35788
Kanker (Uttar Bastar Kanker),Chhattisgarh,104.58609132802681,21.65204,81.871417
Bongaigaon,Assam,675.9414455626716,26.272528,92.877434
The Nilgiris,Tamil Nadu,286.70331384015594,11.052213,78.408526
Kandhamal,Odisha,91.39882807629971,20.968861,85.745303
Alirajpur,Madhya Pradesh,229.10087994971715,22.952601,78.35788
Latehar,Jharkhand,169.41924959216965,23.663785,85.143872
Kodarma,Jharkhand,281.99173228346456,23.663785,85.143872
Dindori,Madhya Pradesh,94.31378848728247,22.952601,78.35788
Arwal,Bihar,1098.5,25.222194,85.547982
North Tripura,Tripura,340.8384086444008,23.687391,91.587472
Sheopur,Madhya Pradesh,104.1267029972752,22.952601,78.35788
Garhwal,Uttarakhand,128.9680990805029,30.217068,79.232506
Dhemaji,Assam,211.96570898980536,26.272528,92.877434
Rupnagar,Punjab,504.8871681415929,30.753838,75.521637
Jaisalmer,Rajasthan,17.44535298559933,26.950688,73.786591
Hailakandi,Assam,496.8319517709118,26.272528,92.877434
Koriya,Chhattisgarh,99.77543912780133,21.65204,81.871417
Sheohar,Bihar,1880.3610315186247,25.222194,85.547982
Umaria,Madhya Pradesh,158.18400392541707,22.952601,78.35788
West Garo Hills,Meghalaya,174.94995920587436,25.500167,91.457209
Rajouri,Jammu and Kashmir,244.26425855513307,33.557742,75.102396
South Goa,Goa,325.80722278738557,15.353196,74.104396
Sheikhpura,Bihar,923.5732946298984,25.222194,85.547982
Almora,Uttarakhand,197.99809160305344,30.217068,79.232506
Tehri Garhwal,Uttarakhand,169.94261394838,30.217068,79.232506
Faridkot,Punjab,423.5308641975309,30.753838,75.521637
Kathua,Jammu and Kashmir,246.37689848121502,33.557742,75.102396
Malkangiri,Odisha,105.8870661371093,20.968861,85.745303
Shahid Bhagat Singh Nagar,Punjab,477.62090483619346,30.753838,75.521637
Nuapada,Odisha,158.45846313603323,20.968861,85.745303
Subarnapur,Odisha,261.0967051775781,20.968861,85.745303
Fatehgarh Sahib,Punjab,508.6127118644068,30.753838,75.521637
Simdega,Jharkhand,158.8706942236354,23.663785,85.143872
Barnala,Punjab,401.8400809716599,30.753838,75.521637
Narmada,Gujarat,209.54810081647142,23.361661,71.64895
Porbandar,Gujarat,252.78454231433506,23.361661,71.64895
Central,Delhi,27729.52380952381,28.557163,77.163665
Solan,Himachal Pradesh,299.75206611570246,31.903523,77.270865
Jharsuguda,Odisha,274.1272469252602,20.968861,85.745303
Gajapati,Odisha,133.5993063583815,20.968861,85.745303
Harda,Madhya Pradesh,171.10527894421116,22.952601,78.35788
Perambalur,Tamil Nadu,321.88097949886105,11.052213,78.408526
Panchkula,Hariyana,625.0478841870824,26.740785,76.222735
Pulwama,Jammu and Kashmir,516.0589318600369,33.557742,75.102396
Udhampur,Jammu and Kashmir,210.46075085324233,33.557742,75.102396
Kodagu,Karnataka,135.1825938566553,14.882195,75.57454
Dakshin Bastar Dantewada,Chhattisgarh,64.30923114003375,21.65204,81.871417
Khunti,Jharkhand,209.81656804733728,23.663785,85.143872
Sirmaur,Himachal Pradesh,187.55929203539824,31.903523,77.270865
Una,Himachal Pradesh,338.424025974026,31.903523,77.270865
Chamba,Himachal Pradesh,79.58908310334253,31.903523,77.270865
Imphal West,Manipur,998.0578034682081,,
Pithoragarh,Uttarakhand,68.18603667136813,30.217068,79.232506
Chirang,Assam,250.73426937077483,26.272528,92.877434
Senapati,Manipur,146.48364414552125,24.649936,93.810293
Punch,Jammu and Kashmir,284.84767025089604,33.557742,75.102396
Lohardaga,Jharkhand,307.45006657789617,23.663785,85.143872
Imphal East,Manipur,643.3187588152327,24.649936,93.810293
Hamirpur,Himachal Pradesh,406.7692307692308,31.903523,77.270865
Baudh,Odisha,142.40219496449322,20.968861,85.745303
Kullu,Himachal Pradesh,79.57532255133563,31.903523,77.270865
Kulgam,Jammu and Kashmir,1035.3243902439024,33.557742,75.102396
Thoubal,Manipur,821.3385214007782,24.649936,93.810293
Doda,Jammu and Kashmir,45.998204667863554,33.557742,75.102396
Aizawl,Mizoram,111.9432326621924,23.543786,92.884718
Jaintia Hills,Meghalaya,103.46268656716418,25.500167,91.457209
Bandipora,Jammu and Kashmir,1136.904347826087,33.557742,75.102396
Chamoli,Uttarakhand,48.76774595267746,30.217068,79.232506
West Khasi Hills,Meghalaya,73.08195159138555,25.500167,91.457209
Bilaspur,Himachal Pradesh,327.2973436161097,31.903523,77.270865
Dimapur,Nagaland,408.6418554476807,26.098769,94.563688
Dhalai,Tripura,157.59583333333333,23.687391,91.587472
Dadra & Nagar Haveli,Dadra and Nagar Haveli,700.0183299389003,20.24168,73.0171
Uttarkashi,Uttarakhand,41.17839321357285,30.217068,79.232506
Samba,Jammu and Kashmir,352.7632743362832,33.557742,75.102396
East Garo Hills,Meghalaya,122.13484441029581,25.500167,91.457209
Reasi,Jammu and Kashmir,183.0523560209424,33.557742,75.102396
Debagarh,Odisha,106.29931972789116,20.968861,85.745303
Ganderbal,Jammu and Kashmir,1148.4401544401544,33.557742,75.102396
Ramban,Jammu and Kashmir,213.4785553047404,33.557742,75.102396
East District,Sikkim,297.25681341719076,27.584537,88.468692
Churachandpur,Manipur,59.98752735229759,24.649936,93.810293
Kohima,Nagaland,183.17703349282297,26.098769,94.563688
Shupiyan,Jammu and Kashmir,853.2532051282051,33.557742,75.102396
Bageshwar,Uttarakhand,115.97411869701027,30.217068,79.232506
Champawat,Uttarakhand,147.02604756511892,30.217068,79.232506
Ribhoi,Meghalaya,105.73529411764706,25.500167,91.457209
Bijapur,Chhattisgarh,29.921453692848768,21.65204,81.871417
Mon,Nagaland,140.1231802911534,26.098769,94.563688
Rudraprayag,Uttarakhand,122.1194556451613,30.217068,79.232506
South Andaman,Andaman and Nicobar,89.125,13.21409,92.94347
Bishnupur,Manipur,478.62701612903226,24.649936,93.810293
Kishtwar,Jammu and Kashmir,140.32603406326035,33.557742,75.102396
The Dangs,Gujarat,129.2701019252548,23.361661,71.64895
Dima Hasao,Assam,43.80155482815057,26.272528,92.877434
Karaikal,Puducherry,1275.2993630573249,10.943987,79.796105
Tuensang,Nagaland,77.52208201892745,26.098769,94.563688
Mokokchung,Nagaland,120.50897832817337,26.098769,94.563688
Daman,Daman and Diu,2655.1805555555557,20.397314,72.855807
Ukhrul,Manipur,40.4925176056338,24.649936,93.810293
Papum Pare,Arunachal Pradesh,51.00317735413056,28.485129,94.678982
Wokha,Nagaland,102.17628992628993,26.098769,94.563688
Phek,Nagaland,80.6604146100691,26.098769,94.563688
Lunglei,Mizoram,35.58818342151675,23.543786,92.884718
Changlang,Arunachal Pradesh,31.794508794508793,28.485129,94.678982
South District,Sikkim,195.8,27.584537,88.468692
Lohit,Arunachal Pradesh,27.95970836531082,28.485129,94.678982
Chandel,Manipur,43.520072441895564,24.649936,93.810293
South Garo Hills,Meghalaya,75.42872284048755,25.500167,91.457209
New Delhi,Delhi,4057.2571428571428,28.557163,77.163665
Kargil,Jammu and Kashmir,10.031490453120547,33.557742,75.102396
Zunheboto,Nagaland,112.15697211155378,26.098769,94.563688
Tamenglong,Manipur,32.03165565930312,24.649936,93.810293
Narayanpur,Chhattisgarh,30.04943047496239,21.65204,81.871417
West District,Sikkim,117.01114922813036,27.584537,88.468692
Leh,Jammu and Kashmir,2.959144313899357,33.557742,75.102396
Champhai,Mizoram,39.480376766091055,23.543786,92.884718
Lawngtlai,Mizoram,46.106374657802114,23.543786,92.884718
West Siang,Arunachal Pradesh,13.486366366366367,28.485129,94.678982
Tirap,Arunachal Pradesh,47.40685859441152,28.485129,94.678982
North & Middle Andaman,Andaman and Nicobar,28.264721627408992,13.21409,92.94347
East Siang,Arunachal Pradesh,27.536497363308353,28.485129,94.678982
Peren,Nagaland,57.673531193216235,26.098769,94.563688
Kurung Kumey,Arunachal Pradesh,15.244370860927152,28.485129,94.678982
Mamit,Mizoram,28.550082644628098,23.543786,92.884718
Kinnaur,Himachal Pradesh,13.141852835494454,31.903523,77.270865
Kolasib,Mizoram,60.74891461649783,23.543786,92.884718
West Kameng,Arunachal Pradesh,11.310563190514687,28.485129,94.678982
Upper Subansiri,Arunachal Pradesh,11.866894197952218,28.485129,94.678982
Lower Subansiri,Arunachal Pradesh,23.668757126567844,28.485129,94.678982
East Kameng,Arunachal Pradesh,19.034833091436866,28.485129,94.678982
Kiphire,Nagaland,65.49026548672566,26.098769,94.563688
Serchhip,Mizoram,45.69809992962702,23.543786,92.884718
Lakshadweep,Lakshadweep,2149.1,11.277142,74.043031
Saiha,Mizoram,40.438884917798426,23.543786,92.884718
Yanam,Puducherry,1854.2,10.943987,79.796105
Lower Dibang Valley,Arunachal Pradesh,13.866666666666667,28.485129,94.678982
Diu,Daman and Diu,1335.2307692307693,20.397314,72.855807
Longleng,Nagaland,89.82918149466192,26.098769,94.563688
Tawang,Arunachal Pradesh,23.009668508287294,28.485129,94.678982
North District,Sikkim,10.34287742546143,27.584537,88.468692
Mahe,Puducherry,4646.222222222223,,
Nicobars,Andaman and Nicobar,20.011950027159152,,
Upper Siang,Arunachal Pradesh,5.359635811836116,,
Lahul & Spiti,Himachal Pradesh,2.280471064229463,,
Anjaw,Arunachal Pradesh,3.4195476575121164,,
Dibang Valley,Arunachal Pradesh,0.8767663489976997,,
